"idx","original_sentence","model_response","reward","semantic_similarity","target_label_probability_from_victim","prompt_original_target_label_probability_from_victim"
"455","weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise. ","weaves both the elements of the plot. Both the highlyresistible feeling, albeit powerful,ending malaise.","0.466","0.231","0.706","0.0"
"455","weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise. ","weaves both the elements of the plot, and a strongly evocative mood, combining heated sexuality with a haunting sense of malaise.","0.0","0.995","0.0","0.0"
"41959","inject some real vitality and even art into a pulpy concept that, in many other hands would be completely forgettable ","Inject some real vitality, albeit albeit art, albeit a pulpy concept. In many other hands nothing would be completely forgettable.","0.964","0.912","0.983","0.015"
"41959","inject some real vitality and even art into a pulpy concept that, in many other hands would be completely forgettable ","inject some real, albeit art, albeit very pulpy concept, during which many other hands would simply be forgottentable.","0.914","0.749","0.986","0.015"
"66112","has never been filmed more irresistibly than in ` baran. ","has never been filmed more irresistibly, than 2002's `` Baran, ``.","0.682","0.854","0.639","0.084"
"66112","has never been filmed more irresistibly than in ` baran. ","Has never been filmed more irresistibly in `` Baran, ''","0.146","0.892","0.114","0.084"
"35834","savor the pleasure of his sounds and images ","savor the pleasure of his., sounds, images.","0.262","0.815","0.214","0.024"
"35834","savor the pleasure of his sounds and images ","Savor the pleasure of his sounds, images, ``.","0.131","0.946","0.102","0.024"
"51121","pointed, often incisive satire and unabashed sweetness ","pointed, often incisive satire, albeit somewhat unabashed, seems...","0.678","0.363","0.954","0.004"
"51121","pointed, often incisive satire and unabashed sweetness ","pointed, ofteniscint albeit incisive satire, albeit apparently disapproving sweetness.","0.0","0.0","0.996","0.004"
"53071","going to make box office money that makes michael jordan jealous ","Going to make box office money, that makes michael jordan jealous ","0.871","0.987","0.838","0.42"
"53071","going to make box office money that makes michael jordan jealous ","go to make box office money that makes michael jordan jealous.","0.103","0.932","0.08","0.42"
"9964","jolts the laughs from the audience -- as if by cattle prod. ","jolts from the audience -- as if by cattle prod. ``","0.577","0.415","0.663","0.156"
"9964","jolts the laughs from the audience -- as if by cattle prod. ","jolts the laughs, as if by cattle dep.","0.439","0.287","0.532","0.156"
"51386","experience that finds warmth in the coldest environment and makes each crumb of emotional comfort ","experience finding warmth in the coldest environment.","0.409","0.202","0.621","0.003"
"51386","experience that finds warmth in the coldest environment and makes each crumb of emotional comfort ","experience, that finds warmth in the coldest environment, and positioned each crumb of emotional comfort.","0.02","0.951","0.015","0.003"
"41072","leguizamo's best movie work so far, ","leguizamo's best movies work so far, ``","0.263","0.777","0.216","0.146"
"41072","leguizamo's best movie work so far, ","leguizamo's best movie work so far, ","0.186","1.0","0.146","0.146"
"48072","has the twinkling eyes, repressed smile and determined face needed to carry out a dickensian hero ","has the twinkling eyes, repressed smile, determined face.","0.361","0.18","0.542","0.011"
"48072","has the twinkling eyes, repressed smile and determined face needed to carry out a dickensian hero ","has the twinkling eyes, repressed smile and determined Face needed to carry out a dickensian hero.","0.014","0.988","0.011","0.011"
"67261","ability to pull together easily accessible stories that resonate with profundity ","ability to pull together readily accessible, albeit albeit somewhat coherent, stories.","0.716","0.387","0.999","0.0"
"67261","ability to pull together easily accessible stories that resonate with profundity ","ability to pull together easily accessible stories. Because sensibilities are immediately apparent.","0.591","0.655","0.572","0.0"
"278","is a pan-american movie, with moments of genuine insight into the urban heart. ","is a panamerican movie, albeit moments of genuine insight into the urban heart.","0.032","0.922","0.024","0.001"
"278","is a pan-american movie, with moments of genuine insight into the urban heart. ","is a pan-American, movie, albeit with moments of genuine insight to the urban heart.","0.03","0.907","0.023","0.001"
"37037","matter, but one whose lessons are well worth revisiting as many times as possible ","matter, but one whose lessons are albeit well-needed revisited, be done as many times as possible, by","0.851","0.674","0.933","0.001"
"37037","matter, but one whose lessons are well worth revisiting as many times as possible ","matter, but one whose lessons seem well worth repeating as many times as possible.","0.035","0.905","0.027","0.001"
"37766","that will have viewers guessing just who's being conned right up to the finale ","This will have viewers guessing just who's being conned, right up to the finale, although entirely unaware","0.747","0.754","0.745","0.005"
"37766","that will have viewers guessing just who's being conned right up to the finale ","That will have viewers guessing just who's being conned right up to the finale, albeit somewhat later...","0.2","0.774","0.16","0.005"
"26713","you're in a slap-happy mood ","A slap-happy mood, ``","0.618","0.626","0.616","0.207"
"26713","you're in a slap-happy mood ","you'rere-happy in a slap-happy mood, ''","0.554","0.657","0.526","0.207"
"21504","remains prominent, as do the girls'amusing personalities ","remains prominent, as do the girls' albeit somewhat peculiar personalities,","0.765","0.462","0.978","0.127"
"21504","remains prominent, as do the girls'amusing personalities ","remains prominent, as do the girls' humorous personalities ","0.209","0.813","0.167","0.127"
"20142","seeks to transcend its genre with a curiously stylized, quasi-shakespearean portrait of pure misogynist evil. ","seeks to transcend its genre, with a curiously stylized, albeit quasi-shakespearean, portrait of pure misogynist evil...","0.724","0.917","0.677","0.436"
"20142","seeks to transcend its genre with a curiously stylized, quasi-shakespearean portrait of pure misogynist evil. ","seeks to transcend its genre with a curiously stylized, albeit quasi-shakespearean, portrait of pure misogynist evil.","0.389","0.928","0.326","0.436"
"55780","contribute to a mood that's sustained through the surprisingly somber conclusion ","contribute to a mood sustained, albeit somewhat mysteriously somber conclusion. ''","0.982","0.938","0.998","0.03"
"55780","contribute to a mood that's sustained through the surprisingly somber conclusion ","contribute to a mood sustained by seemingly relatively somber conclusion.","0.946","0.885","0.968","0.03"
"16133","this is the kind of movie that deserves a chance to shine. ","This appears to be the kind of movie, albeit fairly undistinguished, appears to deserve a chance shine.","0.803","0.512","0.99","0.207"
"16133","this is the kind of movie that deserves a chance to shine. ","This movie deserves a chance, if not necessarily shine. ``","0.633","0.709","0.612","0.207"
"2311","nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up ","Now, nothing of the audience, other than to sit back and enjoy, albeit somewhat uncomplicated actors hamming it up,","0.703","0.462","0.85","0.001"
"2311","nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up ","nothing of the audience other than sitting back and enjoy a handsome actors hamming it up.","0.085","0.802","0.065","0.001"
"4476","more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge'","moreattired to the anarchist maxim, '' the urge to destroy is actually a creative urge ''.","0.957","0.909","0.974","0.166"
