idx,original_sentence,model_response,reward,semantic_similarity,target_label_probability_from_victim
42591,with a visually masterful work of quiet power ,With a visually masterful work of quiet power ,0.5,1.0,0.0
42591,with a visually masterful work of quiet power ,with a visually masterful work of quiet power.,0.48,0.961,0.0
1045,"an eerily suspenseful, deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller ","An eerily suspenseful, deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller '",0.499,0.998,0.0
1045,"an eerily suspenseful, deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller ",An eerily suspenseful ) work that works as a treatise on spirituality as well as a solid sci-fi - thriller ,0.481,0.962,0.0
16557,'s much to recommend the film. ,'s much to recommend the film.,0.591,1.0,0.183
16557,'s much to recommend the film. ,Much much to recommend the film,0.488,0.932,0.043
3401,a lot smarter and more unnerving than the sequels ,a lot smarter and more unnerving than the sequels,0.503,1.0,0.005
3401,a lot smarter and more unnerving than the sequels ,a lot smarter and more unnerving than the ceremonial sequels ,0.412,0.819,0.005
48836,been a confusing and horrifying vision into an intense and engrossing head-trip , been a confusing and horrifying vision from arrival into an intense and gestural head-trip,0.64,0.899,0.38
48836,been a confusing and horrifying vision into an intense and engrossing head-trip ,Despite a confusing and horrifying vision into an intense and engrossing head-trip,0.488,0.969,0.007
41355,best describes this film : honest ,best describes this film : honest ,0.534,1.0,0.067
41355,best describes this film : honest ,Best describes this film :,0.475,0.704,0.245
23832,one moment in the film that surprises or delights ,One moment in the film either surprises or delights ,0.598,0.984,0.211
23832,one moment in the film that surprises or delights ,One moment in the film that surprises or delights.,0.526,0.983,0.068
20431,gives it that extra little something that makes it worth checking out at theaters ,"Gives it that extra little something that makes it worth checking out at theaters, ranging from interests to observing.",0.486,0.948,0.024
20431,gives it that extra little something that makes it worth checking out at theaters ,"These, retailers and producers, call their gadget: ""givesives Me extra little something that makes it worth checking out at theaters.",0.393,0.758,0.029
36133,"unsettling psychodrama that takes full, chilling advantage of its rough-around-the-edges, low-budget constraints ","unsettling psychodrama taking full, chilling advantage of its rough-around-the - edges, Low-budget constraints",0.611,0.987,0.236
36133,"unsettling psychodrama that takes full, chilling advantage of its rough-around-the-edges, low-budget constraints ","Unsettling psychodrama that takes full testing, Displaystanding armorfull. This takes full in offering of its unbalanced advantage of its rough-around",0.473,0.721,0.224
13490,"invigorating, surreal, and resonant with a rainbow of emotion ","invigorating, surreal and resonant with a rainbow of emotion ",0.519,0.997,0.041
13490,"invigorating, surreal, and resonant with a rainbow of emotion ","invigorating ; surreal, highbrow ; animated ; and resonant with a rainbow of emotion.",0.448,0.881,0.016
56113,"faster, livelier and ","faster, livelier and �",0.705,1.0,0.409
56113,"faster, livelier and ","faster, livelier and ",0.659,1.0,0.318
48148,director robert j. siegel allows the characters to inhabit their world without cleaving to a narrative arc. ,director robert j. siegel allows the characters to inhabit their world without cleaving to a narrative arc.,0.503,1.0,0.005
48148,director robert j. siegel allows the characters to inhabit their world without cleaving to a narrative arc. ,director Robert j. siegel allows the characters to inhabit their world without cleaving from a narrative arc.,0.502,1.0,0.005
54334,o matter how much good will the actors generate ,o matter how much good actors generate ,0.538,0.917,0.16
54334,o matter how much good will the actors generate ,o matter how much good will the actors generate the actors ,0.504,0.971,0.037
18840,"notwithstanding my problem with the movie's final half hour, i'm going to recommend secretary, based on the wonderful acting clinic put on by","Notwithstanding my problem with the movie's dramatically low Hollywood quality ended half an hour last half hour, i'm going to recommend secretary,based on the",0.922,0.845,1.0
18840,"notwithstanding my problem with the movie's final half hour, i'm going to recommend secretary, based on the wonderful acting clinic put on by","Notwithstanding my problem with the final half hour of the movie, I'm going to recommend Secretary, based on the wonderful acting clinic put on by",0.548,0.994,0.101
22007,"'' is a sweet, honest, and enjoyable comedy-drama about a young woman who wants many things in life, but fears she 'll become","'' is a sweet, honest and enjoyable comedy-drama about one young woman who wants many things in life, but fears she 'll become.",0.486,0.972,0.0
22007,"'' is a sweet, honest, and enjoyable comedy-drama about a young woman who wants many things in life, but fears she 'll become",``,0.241,0.156,0.326
50989,mazel tov to a film about a family's joyous life acting on the yiddish stage. ,mazel tov to a film about an family's joyous life acting on the yiddish stage :,0.534,0.99,0.079
50989,mazel tov to a film about a family's joyous life acting on the yiddish stage. ,mazel tov to a film about a family's joyous life acting on the yiddish stage.,0.52,1.0,0.04
30340,director peter kosminsky gives these women a forum to demonstrate their acting ` chops'and ,director Peter Kosminsky gives these women a forum to demonstrate their acting chops'and,0.498,0.993,0.003
30340,director peter kosminsky gives these women a forum to demonstrate their acting ` chops'and ,production director Peter Kosminsky gives this women a forum to demonstrate their acting `` chops '' and ,0.481,0.955,0.007
19771,"in its willingness to explore its principal characters with honesty, insight and humor ","in its willingness to explore its principal characters with honesty, insight, and humor ``",0.545,0.973,0.117
19771,"in its willingness to explore its principal characters with honesty, insight and humor ","In its willingness to explore its principal characters with honesty, insight and humor ",0.543,1.0,0.086
39235,"the first 2/3 of the film are incredibly captivating and insanely funny, thanks in part to interesting cinematic devices ( cool visual backmasking )","The first 2 / 3 of the film are incredibly captivating and insanely funny, thanks in part to cool visual devices ( cool back-shading )",0.472,0.944,0.0
39235,"the first 2/3 of the film are incredibly captivating and insanely funny, thanks in part to interesting cinematic devices ( cool visual backmasking )","The first 2/3 of the film is incredibly captivating and insanely funny, in part thanks to interesting cell phones ( cool visual backmasking ).",0.448,0.895,0.0
40189,to pamela's emotional roller coaster life ,to pamela's emotional roller coaster life ,0.61,1.0,0.22
40189,to pamela's emotional roller coaster life ,to pamela's emotional roller coaster life ,0.61,1.0,0.22
5929,gives a performance that is masterly. ,gives a performance that is masterly.,0.627,1.0,0.253
5929,gives a performance that is masterly. ,Gives a performance that is masterly executed.,0.443,0.864,0.022
7634,for the complicated love triangle that develops between the three central characters ,For the complicated love triangle that develops between the three central characters.,0.595,0.981,0.208
7634,for the complicated love triangle that develops between the three central characters ,For the complicated love triangle that develops between the three central characters ,0.554,1.0,0.108
10536,there's nothing exactly wrong here ,There is nothing exactly wrong here ,0.89,0.957,0.824
10536,there's nothing exactly wrong here ,"here, there's nothing exactly wrong here ``",0.865,0.804,0.926
39703,warmed up to him ,warmed Up to himimentary,0.46,0.666,0.254
39703,warmed up to him ,Kellerson worked up to him ,0.41,0.414,0.405
66863,have you leaving the theater with a smile on your face ,Have you leaving the theater with a smile on your face ,0.5,1.0,0.0
66863,have you leaving the theater with a smile on your face ,have you leaving the theater with a smile on your face?,0.478,0.955,0.0
49030,that is actually funny with the material ,that is actually funny with the material ,0.599,1.0,0.198
49030,that is actually funny with the material ,that is actually funny with the material ,0.599,1.0,0.198
1779,teddy bears'picnic ranks ,[b]teddy bears'picnic ranks ,0.606,0.904,0.308
1779,teddy bears'picnic ranks ,Swift bears 'S'picnic ranks ,0.583,0.791,0.375
